field,age_floor,age_ceiling,sex,n,mean,sd
maxcranwidth,3,3.5,1,9,140.22,5.19
maxcranwidth,3,3.5,3,22,136.45,5.89
minfrntwidth,3,3.5,1,10,88.6,9.19
minfrntwidth,3,3.5,3,23,87.78,6.75
maxfacewidth,3,3.5,1,8,112.5,4.44
maxfacewidth,3,3.5,3,21,109.57,5.7
mandwidth,3,3.5,1,10,79.2,8.43
mandwidth,3,3.5,3,23,78,6.88
maxcranlength,3,3.5,1,9,173,7.35
maxcranlength,3,3.5,3,22,172,6.63
cranbasewidth,3,3.5,1,11,124.68,4
cranbasewidth,3,3.5,3,24,121.74,4.73
upfacedepth_r,3,3.5,1,11,101.63,3.62
upfacedepth_r,3,3.5,3,24,100.97,3.25
upfacedepth_l,3,3.5,1,11,101.33,3.11
upfacedepth_l,3,3.5,3,24,100.83,3.48
midfacedepth_r,3,3.5,1,11,103.45,3.11
midfacedepth_r,3,3.5,3,24,102.45,3.16
midfacedepth_l,3,3.5,1,11,102.39,3.21
midfacedepth_l,3,3.5,3,24,101.96,3.63
lowfacedepth_r,3,3.5,1,9,110.82,4.15
lowfacedepth_r,3,3.5,3,21,108.22,4.18
lowfacedepth_l,3,3.5,1,9,109.9,4.22
lowfacedepth_l,3,3.5,3,21,108.13,4.21
morphfaceheight,3,3.5,1,9,92.42,6.66
morphfaceheight,3,3.5,3,21,92.07,5.59
upfaceheight,3,3.5,1,11,55.86,3.63
upfaceheight,3,3.5,3,24,56.27,3.43
lowfaceheight,3,3.5,1,9,55.33,4.99
lowfaceheight,3,3.5,3,21,55.24,4.17
incanthwidth,3,3.5,1,11,27.12,1.31
incanthwidth,3,3.5,3,24,27.96,2.04
outcanthwidth,3,3.5,1,10,72.83,2.6
outcanthwidth,3,3.5,3,23,72.9,3.42
palpfislength_r,3,3.5,1,10,24.11,1.91
palpfislength_r,3,3.5,3,23,23.61,1.73
palpfislength_l,3,3.5,1,10,23.39,1.57
palpfislength_l,3,3.5,3,23,23.01,1.55
nasalwidth,3,3.5,1,11,27.22,1.75
nasalwidth,3,3.5,3,24,26.96,1.64
subnasalwidth,3,3.5,1,11,15.84,1.77
subnasalwidth,3,3.5,3,24,14.91,2.49
nasalpro,3,3.5,1,11,13.48,1.12
nasalpro,3,3.5,3,24,13.76,1.24
nasalalalength_r,3,3.5,1,11,21.91,1.11
nasalalalength_r,3,3.5,3,24,21.93,1.28
nasalalalength_l,3,3.5,1,11,21.81,0.91
nasalalalength_l,3,3.5,3,24,21.85,1.14
nasalheight,3,3.5,1,11,39.48,2.79
nasalheight,3,3.5,3,24,39.62,2.76
nasalbdglength,3,3.5,1,11,31.83,2.63
nasalbdglength,3,3.5,3,24,32.03,2.77
labfiswidth,3,3.5,1,11,36.18,3.34
labfiswidth,3,3.5,3,24,34.84,3.01
philwidth,3,3.5,1,11,9.41,1.04
philwidth,3,3.5,3,24,9.38,1.08
phillength,3,3.5,1,11,12.28,2.07
phillength,3,3.5,3,24,12.4,1.86
uplipheight,3,3.5,1,11,17.13,1.68
uplipheight,3,3.5,3,24,17.26,1.84
lowlipheight,3,3.5,1,10,15.48,3.52
lowlipheight,3,3.5,3,22,14.98,2.75
upvermheight,3,3.5,1,11,6.37,2.57
upvermheight,3,3.5,3,24,6.63,1.91
lowvermheight,3,3.5,1,10,7.91,4.46
lowvermheight,3,3.5,3,22,7.77,3.48
cutlowlipheight,3,3.5,1,10,8.33,1.66
cutlowlipheight,3,3.5,3,22,8.12,1.73
maxcranwidth,3,3.5,2,13,133.85,4.98
minfrntwidth,3,3.5,2,13,87.15,4.38
maxfacewidth,3,3.5,2,13,107.77,5.78
mandwidth,3,3.5,2,13,77.08,5.59
maxcranlength,3,3.5,2,13,171.31,6.29
cranbasewidth,3,3.5,2,13,119.25,3.87
upfacedepth_r,3,3.5,2,13,100.41,2.93
upfacedepth_l,3,3.5,2,13,100.41,3.83
midfacedepth_r,3,3.5,2,13,101.61,3.07
midfacedepth_l,3,3.5,2,13,101.6,4.04
lowfacedepth_r,3,3.5,2,12,106.27,3.09
lowfacedepth_l,3,3.5,2,12,106.8,3.85
morphfaceheight,3,3.5,2,12,91.82,4.94
upfaceheight,3,3.5,2,13,56.61,3.36
lowfaceheight,3,3.5,2,12,55.18,3.67
incanthwidth,3,3.5,2,13,28.68,2.3
outcanthwidth,3,3.5,2,13,72.95,4.05
palpfislength_r,3,3.5,2,13,23.22,1.55
palpfislength_l,3,3.5,2,13,22.73,1.54
nasalwidth,3,3.5,2,13,26.73,1.58
subnasalwidth,3,3.5,2,13,14.12,2.8
nasalpro,3,3.5,2,13,13.99,1.33
nasalalalength_r,3,3.5,2,13,21.95,1.46
nasalalalength_l,3,3.5,2,13,21.88,1.34
nasalheight,3,3.5,2,13,39.74,2.84
nasalbdglength,3,3.5,2,13,32.2,2.97
labfiswidth,3,3.5,2,13,33.7,2.24
philwidth,3,3.5,2,13,9.37,1.15
phillength,3,3.5,2,13,12.5,1.74
uplipheight,3,3.5,2,13,17.37,2.03
lowlipheight,3,3.5,2,12,14.57,1.98
upvermheight,3,3.5,2,13,6.84,1.19
lowvermheight,3,3.5,2,12,7.66,2.61
cutlowlipheight,3,3.5,2,12,7.94,1.84
maxcranwidth,3.5,4,1,18,141.67,5.99
maxcranwidth,3.5,4,3,36,139.06,5.62
minfrntwidth,3.5,4,1,18,91.72,5.2
minfrntwidth,3.5,4,3,36,91.64,4.82
maxfacewidth,3.5,4,1,18,114.61,6.12
maxfacewidth,3.5,4,3,36,112.75,6.41
mandwidth,3.5,4,1,18,81.61,4.9
mandwidth,3.5,4,3,36,80.69,4.71
maxcranlength,3.5,4,1,18,173.94,7.38
maxcranlength,3.5,4,3,36,172.94,6.65
cranbasewidth,3.5,4,1,18,125.49,4.47
cranbasewidth,3.5,4,3,35,123.76,4.05
upfacedepth_r,3.5,4,1,18,103.1,3.78
upfacedepth_r,3.5,4,3,35,102.3,3.58
upfacedepth_l,3.5,4,1,18,102.89,4.5
upfacedepth_l,3.5,4,3,36,101.77,4.33
midfacedepth_r,3.5,4,1,18,104.31,3.47
midfacedepth_r,3.5,4,3,35,103.57,3.51
midfacedepth_l,3.5,4,1,18,104.25,3.86
midfacedepth_l,3.5,4,3,36,103.02,4.07
lowfacedepth_r,3.5,4,1,17,110.41,4.49
lowfacedepth_r,3.5,4,3,33,110.35,4.53
lowfacedepth_l,3.5,4,1,17,110.72,4.6
lowfacedepth_l,3.5,4,3,34,110.03,4.68
morphfaceheight,3.5,4,1,17,93.44,6.19
morphfaceheight,3.5,4,3,34,93.86,6.14
upfaceheight,3.5,4,1,18,58.89,4.1
upfaceheight,3.5,4,3,36,58.75,3.64
lowfaceheight,3.5,4,1,17,54.49,4.23
lowfaceheight,3.5,4,3,34,54.79,4.43
incanthwidth,3.5,4,1,18,28.36,2.08
incanthwidth,3.5,4,3,36,28.13,2.13
outcanthwidth,3.5,4,1,18,75.18,2.91
outcanthwidth,3.5,4,3,36,74.06,3.02
palpfislength_r,3.5,4,1,18,24.28,1.46
palpfislength_r,3.5,4,3,36,23.86,1.79
palpfislength_l,3.5,4,1,18,24.07,1.43
palpfislength_l,3.5,4,3,36,23.61,1.74
nasalwidth,3.5,4,1,18,27.23,1.61
nasalwidth,3.5,4,3,36,27.11,1.63
subnasalwidth,3.5,4,1,18,15.87,1.8
subnasalwidth,3.5,4,3,36,15.36,2.15
nasalpro,3.5,4,1,18,13.98,1.06
nasalpro,3.5,4,3,36,14.08,1.2
nasalalalength_r,3.5,4,1,18,22.11,1.11
nasalalalength_r,3.5,4,3,36,21.88,1.13
nasalalalength_l,3.5,4,1,18,22.55,1.15
nasalalalength_l,3.5,4,3,36,22.28,1.2
nasalheight,3.5,4,1,18,41.7,3.35
nasalheight,3.5,4,3,36,41.57,2.99
nasalbdglength,3.5,4,1,18,33.99,2.97
nasalbdglength,3.5,4,3,36,33.69,2.65
labfiswidth,3.5,4,1,18,36.26,3.03
labfiswidth,3.5,4,3,36,35.47,3.54
philwidth,3.5,4,1,18,9.76,1.69
philwidth,3.5,4,3,36,9.21,1.48
phillength,3.5,4,1,18,12.89,1.19
phillength,3.5,4,3,36,12.92,1.54
uplipheight,3.5,4,1,18,17.7,1.54
uplipheight,3.5,4,3,36,17.67,1.64
lowlipheight,3.5,4,1,18,14.91,1.27
lowlipheight,3.5,4,3,36,14.81,1.52
upvermheight,3.5,4,1,18,6.83,1.49
upvermheight,3.5,4,3,36,6.37,1.44
lowvermheight,3.5,4,1,18,6.93,1.36
lowvermheight,3.5,4,3,36,6.54,1.56
cutlowlipheight,3.5,4,1,18,9.12,1.15
cutlowlipheight,3.5,4,3,36,9.21,1.51
maxcranwidth,3.5,4,2,18,136.44,3.84
minfrntwidth,3.5,4,2,18,91.56,4.57
maxfacewidth,3.5,4,2,18,110.89,6.31
mandwidth,3.5,4,2,18,79.78,4.45
maxcranlength,3.5,4,2,18,171.94,5.87
cranbasewidth,3.5,4,2,17,121.94,2.6
upfacedepth_r,3.5,4,2,17,101.44,3.24
upfacedepth_l,3.5,4,2,18,100.66,3.96
midfacedepth_r,3.5,4,2,17,102.78,3.48
midfacedepth_l,3.5,4,2,18,101.79,3.99
lowfacedepth_r,3.5,4,2,16,110.29,4.73
lowfacedepth_l,3.5,4,2,17,109.34,4.8
morphfaceheight,3.5,4,2,17,94.28,6.25
upfaceheight,3.5,4,2,18,58.61,3.22
lowfaceheight,3.5,4,2,17,55.09,4.74
incanthwidth,3.5,4,2,18,27.9,2.22
outcanthwidth,3.5,4,2,18,72.95,2.76
palpfislength_r,3.5,4,2,18,23.45,2.03
palpfislength_l,3.5,4,2,18,23.14,1.93
nasalwidth,3.5,4,2,18,27,1.68
subnasalwidth,3.5,4,2,18,14.84,2.39
nasalpro,3.5,4,2,18,14.18,1.36
nasalalalength_r,3.5,4,2,18,21.66,1.14
nasalalalength_l,3.5,4,2,18,22.01,1.21
nasalheight,3.5,4,2,18,41.43,2.66
nasalbdglength,3.5,4,2,18,33.39,2.35
labfiswidth,3.5,4,2,18,34.69,3.91
philwidth,3.5,4,2,18,8.66,1
phillength,3.5,4,2,18,12.96,1.86
uplipheight,3.5,4,2,18,17.64,1.78
lowlipheight,3.5,4,2,18,14.71,1.77
upvermheight,3.5,4,2,18,5.92,1.28
lowvermheight,3.5,4,2,18,6.14,1.67
cutlowlipheight,3.5,4,2,18,9.3,1.83
maxcranwidth,4,4.5,2,13,139.54,5.38
maxcranwidth,4,4.5,3,24,140.21,4.98
minfrntwidth,4,4.5,2,13,94.54,4.56
minfrntwidth,4,4.5,3,24,93.42,5.08
maxfacewidth,4,4.5,2,13,115.31,3.82
maxfacewidth,4,4.5,3,24,115.46,7.24
mandwidth,4,4.5,2,13,82.08,3.9
mandwidth,4,4.5,3,24,82.21,3.65
maxcranlength,4,4.5,2,13,171.08,4.48
maxcranlength,4,4.5,3,24,172.71,5.82
cranbasewidth,4,4.5,2,12,124.29,5.35
cranbasewidth,4,4.5,3,24,125.1,5.09
upfacedepth_r,4,4.5,2,13,103.48,3.98
upfacedepth_r,4,4.5,3,25,103.45,3.77
upfacedepth_l,4,4.5,2,12,103.17,2.92
upfacedepth_l,4,4.5,3,24,103.34,3.54
midfacedepth_r,4,4.5,2,13,104.55,5
midfacedepth_r,4,4.5,3,25,104.53,4.7
midfacedepth_l,4,4.5,2,12,104.05,3.7
midfacedepth_l,4,4.5,3,24,104.38,4.22
lowfacedepth_r,4,4.5,2,12,113.45,5.63
lowfacedepth_r,4,4.5,3,22,112.96,5.49
lowfacedepth_l,4,4.5,2,11,112.25,5.34
lowfacedepth_l,4,4.5,3,21,112.07,4.91
morphfaceheight,4,4.5,2,12,96.03,4.65
morphfaceheight,4,4.5,3,22,95.44,4.01
upfaceheight,4,4.5,2,13,60.51,3.68
upfaceheight,4,4.5,3,25,59.4,3.54
lowfaceheight,4,4.5,2,12,55.46,3.57
lowfaceheight,4,4.5,3,22,56.01,3.55
incanthwidth,4,4.5,2,13,29.19,2.11
incanthwidth,4,4.5,3,25,28.69,1.9
outcanthwidth,4,4.5,2,13,76.11,2.13
outcanthwidth,4,4.5,3,25,75.48,2.8
palpfislength_r,4,4.5,2,13,24.55,1.41
palpfislength_r,4,4.5,3,25,24.34,1.49
palpfislength_l,4,4.5,2,13,23.88,1.47
palpfislength_l,4,4.5,3,25,23.77,1.44
nasalwidth,4,4.5,2,12,27.72,1.83
nasalwidth,4,4.5,3,24,27.52,1.64
subnasalwidth,4,4.5,2,13,14.28,2.86
subnasalwidth,4,4.5,3,24,14.83,2.33
nasalpro,4,4.5,2,13,14.28,1.32
nasalpro,4,4.5,3,25,14.2,1.26
nasalalalength_r,4,4.5,2,13,22.26,1.22
nasalalalength_r,4,4.5,3,25,22.25,1.1
nasalalalength_l,4,4.5,2,13,22.38,1.47
nasalalalength_l,4,4.5,3,25,22.55,1.33
nasalheight,4,4.5,2,13,42.9,2.95
nasalheight,4,4.5,3,25,41.84,3.15
nasalbdglength,4,4.5,2,13,34.65,2.89
nasalbdglength,4,4.5,3,25,33.68,3.23
labfiswidth,4,4.5,2,13,37.65,2.98
labfiswidth,4,4.5,3,25,37.44,3.18
philwidth,4,4.5,2,13,9.59,1.5
philwidth,4,4.5,3,25,9.68,1.56
phillength,4,4.5,2,13,13.64,1.73
phillength,4,4.5,3,25,13.12,1.98
uplipheight,4,4.5,2,13,17.94,1.48
uplipheight,4,4.5,3,25,17.91,1.75
lowlipheight,4,4.5,2,13,14.4,1.15
lowlipheight,4,4.5,3,25,14.16,1.29
upvermheight,4,4.5,2,13,6,1.22
upvermheight,4,4.5,3,25,6.33,1.29
lowvermheight,4,4.5,2,13,5.95,2.29
lowvermheight,4,4.5,3,25,6.57,2.12
cutlowlipheight,4,4.5,2,13,9.3,1.65
cutlowlipheight,4,4.5,3,25,8.56,1.66
maxcranwidth,4,4.5,1,11,141,4.58
minfrntwidth,4,4.5,1,11,92.09,5.56
maxfacewidth,4,4.5,1,11,115.64,10.14
mandwidth,4,4.5,1,11,82.36,3.5
maxcranlength,4,4.5,1,11,174.64,6.8
cranbasewidth,4,4.5,1,12,125.91,4.91
upfacedepth_r,4,4.5,1,12,103.41,3.71
upfacedepth_l,4,4.5,1,12,103.51,4.2
midfacedepth_r,4,4.5,1,12,104.51,4.57
midfacedepth_l,4,4.5,1,12,104.72,4.82
lowfacedepth_r,4,4.5,1,10,112.37,5.56
lowfacedepth_l,4,4.5,1,10,111.86,4.67
morphfaceheight,4,4.5,1,10,94.73,3.17
upfaceheight,4,4.5,1,12,58.19,3.07
lowfaceheight,4,4.5,1,10,56.67,3.6
incanthwidth,4,4.5,1,12,28.15,1.54
outcanthwidth,4,4.5,1,12,74.8,3.35
palpfislength_r,4,4.5,1,12,24.12,1.61
palpfislength_l,4,4.5,1,12,23.64,1.45
nasalwidth,4,4.5,1,12,27.32,1.48
subnasalwidth,4,4.5,1,11,15.48,1.34
nasalpro,4,4.5,1,12,14.13,1.24
nasalalalength_r,4,4.5,1,12,22.24,1
nasalalalength_l,4,4.5,1,12,22.74,1.19
nasalheight,4,4.5,1,12,40.7,3.08
nasalbdglength,4,4.5,1,12,32.63,3.36
labfiswidth,4,4.5,1,12,37.21,3.5
philwidth,4,4.5,1,12,9.78,1.68
phillength,4,4.5,1,12,12.56,2.15
uplipheight,4,4.5,1,12,17.87,2.07
lowlipheight,4,4.5,1,12,13.91,1.44
upvermheight,4,4.5,1,12,6.7,1.32
lowvermheight,4,4.5,1,12,7.24,1.77
cutlowlipheight,4,4.5,1,12,7.75,1.3
maxcranwidth,4.5,5,1,11,144.55,4.93
maxcranwidth,4.5,5,3,17,142.24,5.7
minfrntwidth,4.5,5,1,11,94.18,5.46
minfrntwidth,4.5,5,3,17,92.53,5.25
maxfacewidth,4.5,5,1,11,117.55,5.87
maxfacewidth,4.5,5,3,17,117.12,5.3
mandwidth,4.5,5,1,11,83.27,7.06
mandwidth,4.5,5,3,17,83.24,6.99
maxcranlength,4.5,5,1,11,174.91,7.16
maxcranlength,4.5,5,3,17,171.71,8.96
cranbasewidth,4.5,5,1,10,126.97,2.68
cranbasewidth,4.5,5,3,17,125.61,3.88
upfacedepth_r,4.5,5,1,10,105.45,3.09
upfacedepth_r,4.5,5,3,17,103.67,3.96
upfacedepth_l,4.5,5,1,10,104.47,3.11
upfacedepth_l,4.5,5,3,17,102.69,4.25
midfacedepth_r,4.5,5,1,10,106.71,2.86
midfacedepth_r,4.5,5,3,17,104.69,3.9
midfacedepth_l,4.5,5,1,10,105.37,3.36
midfacedepth_l,4.5,5,3,17,103.78,4.04
lowfacedepth_r,4.5,5,1,10,115.15,4.1
lowfacedepth_r,4.5,5,3,17,113.48,4.96
lowfacedepth_l,4.5,5,1,10,114.21,4.34
lowfacedepth_l,4.5,5,3,17,112.92,5.07
morphfaceheight,4.5,5,1,11,98.32,6.88
morphfaceheight,4.5,5,3,18,97.65,6.08
upfaceheight,4.5,5,1,11,59.98,4.59
upfaceheight,4.5,5,3,18,59.81,3.96
lowfaceheight,4.5,5,1,11,59.05,5.42
lowfaceheight,4.5,5,3,18,58.06,4.87
incanthwidth,4.5,5,1,10,29.96,1.52
incanthwidth,4.5,5,3,16,29.27,1.87
outcanthwidth,4.5,5,1,11,76.71,1.89
outcanthwidth,4.5,5,3,17,76.08,2.23
palpfislength_r,4.5,5,1,10,24.43,0.97
palpfislength_r,4.5,5,3,16,24.41,0.86
palpfislength_l,4.5,5,1,11,23.79,1.18
palpfislength_l,4.5,5,3,17,23.85,1.24
nasalwidth,4.5,5,1,11,28.56,1.89
nasalwidth,4.5,5,3,18,28.05,2.25
subnasalwidth,4.5,5,1,11,15.68,3
subnasalwidth,4.5,5,3,18,15.19,3.01
nasalpro,4.5,5,1,11,14.53,1.13
nasalpro,4.5,5,3,18,14.52,1.25
nasalalalength_r,4.5,5,1,11,23.59,1.5
nasalalalength_r,4.5,5,3,18,23.23,1.71
nasalalalength_l,4.5,5,1,11,23.41,1.19
nasalalalength_l,4.5,5,3,18,23.1,1.34
nasalheight,4.5,5,1,11,41.94,3.21
nasalheight,4.5,5,3,18,42.1,2.71
nasalbdglength,4.5,5,1,11,33.96,2.68
nasalbdglength,4.5,5,3,18,34.04,2.2
labfiswidth,4.5,5,1,11,36.59,4.74
labfiswidth,4.5,5,3,18,36.44,4.62
philwidth,4.5,5,1,11,9.94,1.65
philwidth,4.5,5,3,18,9.7,1.63
phillength,4.5,5,1,11,13.23,2.36
phillength,4.5,5,3,18,13.13,1.99
uplipheight,4.5,5,1,11,18.61,2.2
uplipheight,4.5,5,3,18,18.29,1.9
lowlipheight,4.5,5,1,11,14.87,2.27
lowlipheight,4.5,5,3,18,14.85,2.13
upvermheight,4.5,5,1,11,6.83,1.51
upvermheight,4.5,5,3,18,6.56,1.34
lowvermheight,4.5,5,1,11,6.65,1.76
lowvermheight,4.5,5,3,18,6.04,1.83
cutlowlipheight,4.5,5,1,11,9.12,1.7
cutlowlipheight,4.5,5,3,18,9.59,1.88
maxcranwidth,4.5,5,2,6,138,4.69
minfrntwidth,4.5,5,2,6,89.5,3.39
maxfacewidth,4.5,5,2,6,116.33,4.46
mandwidth,4.5,5,2,6,83.17,7.52
maxcranlength,4.5,5,2,6,165.83,9.5
cranbasewidth,4.5,5,2,7,123.68,4.69
upfacedepth_r,4.5,5,2,7,101.14,3.85
upfacedepth_l,4.5,5,2,7,100.15,4.58
midfacedepth_r,4.5,5,2,7,101.8,3.41
midfacedepth_l,4.5,5,2,7,101.52,4.06
lowfacedepth_r,4.5,5,2,7,111.11,5.39
lowfacedepth_l,4.5,5,2,7,111.08,5.79
morphfaceheight,4.5,5,2,7,96.6,4.89
upfaceheight,4.5,5,2,7,59.54,3.04
lowfaceheight,4.5,5,2,7,56.52,3.71
incanthwidth,4.5,5,2,6,28.11,1.95
outcanthwidth,4.5,5,2,6,74.94,2.52
palpfislength_r,4.5,5,2,6,24.37,0.7
palpfislength_l,4.5,5,2,6,23.96,1.44
nasalwidth,4.5,5,2,7,27.25,2.68
subnasalwidth,4.5,5,2,7,14.43,3.1
nasalpro,4.5,5,2,7,14.49,1.51
nasalalalength_r,4.5,5,2,7,22.67,1.98
nasalalalength_l,4.5,5,2,7,22.61,1.51
nasalheight,4.5,5,2,7,42.36,1.86
nasalbdglength,4.5,5,2,7,34.16,1.34
labfiswidth,4.5,5,2,7,36.2,4.77
philwidth,4.5,5,2,7,9.32,1.64
phillength,4.5,5,2,7,12.98,1.37
uplipheight,4.5,5,2,7,17.79,1.3
lowlipheight,4.5,5,2,7,14.83,2.07
upvermheight,4.5,5,2,7,6.14,0.97
lowvermheight,4.5,5,2,7,5.07,1.6
cutlowlipheight,4.5,5,2,7,10.34,2.03
maxcranwidth,5,6,2,20,139.6,3.68
maxcranwidth,5,6,3,45,141.56,4.68
minfrntwidth,5,6,2,21,93.43,11.19
minfrntwidth,5,6,3,46,94.63,8.91
maxfacewidth,5,6,2,20,114.95,4.89
maxfacewidth,5,6,3,45,117.27,4.97
mandwidth,5,6,2,21,79.9,5.94
mandwidth,5,6,3,46,82.46,6.11
maxcranlength,5,6,2,21,172.19,6.21
maxcranlength,5,6,3,45,175.82,6.99
cranbasewidth,5,6,2,20,123.67,3.75
cranbasewidth,5,6,3,45,126.97,5.04
upfacedepth_r,5,6,2,20,103.76,3.97
upfacedepth_r,5,6,3,45,106.04,4.73
upfacedepth_l,5,6,2,20,103.64,3.8
upfacedepth_l,5,6,3,45,106.04,5.17
midfacedepth_r,5,6,2,20,105.12,4.55
midfacedepth_r,5,6,3,45,107.43,4.89
midfacedepth_l,5,6,2,20,104.5,4.33
midfacedepth_l,5,6,3,45,107.21,5.47
lowfacedepth_r,5,6,2,20,113.61,4.32
lowfacedepth_r,5,6,3,44,115.87,4.89
lowfacedepth_l,5,6,2,20,113.22,4.11
lowfacedepth_l,5,6,3,44,115.69,5.5
morphfaceheight,5,6,2,21,95.43,3.67
morphfaceheight,5,6,3,45,98.05,5.36
upfaceheight,5,6,2,21,59.25,2.97
upfaceheight,5,6,3,46,61.16,4.2
lowfaceheight,5,6,2,21,54.95,3.25
lowfaceheight,5,6,3,45,56.81,3.76
incanthwidth,5,6,2,21,28.98,2.65
incanthwidth,5,6,3,46,29.12,2.75
outcanthwidth,5,6,2,20,75.23,3.67
outcanthwidth,5,6,3,44,76.16,3.65
palpfislength_r,5,6,2,20,24.15,1.91
palpfislength_r,5,6,3,44,24.3,1.63
palpfislength_l,5,6,2,21,23.62,1.87
palpfislength_l,5,6,3,45,24.13,1.77
nasalwidth,5,6,2,21,27.32,1.57
nasalwidth,5,6,3,46,27.9,2.07
subnasalwidth,5,6,2,21,14.59,2.28
subnasalwidth,5,6,3,46,15.17,2.32
nasalpro,5,6,2,21,15.02,1.52
nasalpro,5,6,3,46,15.03,1.31
nasalalalength_r,5,6,2,21,22.95,1.22
nasalalalength_r,5,6,3,46,23.35,1.46
nasalalalength_l,5,6,2,21,23.05,1.39
nasalalalength_l,5,6,3,46,23.58,1.55
nasalheight,5,6,2,21,42.65,2.79
nasalheight,5,6,3,46,43.81,3.77
nasalbdglength,5,6,2,21,34.35,2.63
nasalbdglength,5,6,3,46,35.71,3.52
labfiswidth,5,6,2,21,37.31,3.96
labfiswidth,5,6,3,46,37.33,3.48
philwidth,5,6,2,21,9.47,1.11
philwidth,5,6,3,46,9.51,1.54
phillength,5,6,2,21,12.19,1.77
phillength,5,6,3,46,12.96,1.98
uplipheight,5,6,2,21,17.26,1.73
uplipheight,5,6,3,46,17.92,1.87
lowlipheight,5,6,2,21,13.97,1.89
lowlipheight,5,6,3,46,14.58,2.83
upvermheight,5,6,2,21,6.6,1.38
upvermheight,5,6,3,46,6.43,1.68
lowvermheight,5,6,2,21,5.82,1.51
lowvermheight,5,6,3,46,6.54,2.58
cutlowlipheight,5,6,2,21,8.82,1.89
cutlowlipheight,5,6,3,46,8.93,2.04
maxcranwidth,5,6,1,25,143.12,4.88
minfrntwidth,5,6,1,25,95.64,6.5
maxfacewidth,5,6,1,25,119.12,4.28
mandwidth,5,6,1,25,84.6,5.48
maxcranlength,5,6,1,24,179,6.11
cranbasewidth,5,6,1,25,129.6,4.37
upfacedepth_r,5,6,1,25,107.87,4.56
upfacedepth_l,5,6,1,25,107.96,5.37
midfacedepth_r,5,6,1,25,109.28,4.4
midfacedepth_l,5,6,1,25,109.38,5.38
lowfacedepth_r,5,6,1,24,117.75,4.6
lowfacedepth_l,5,6,1,24,117.75,5.73
morphfaceheight,5,6,1,24,100.35,5.61
upfaceheight,5,6,1,25,62.76,4.45
lowfaceheight,5,6,1,24,58.45,3.45
incanthwidth,5,6,1,25,29.24,2.87
outcanthwidth,5,6,1,24,76.94,3.53
palpfislength_r,5,6,1,24,24.43,1.39
palpfislength_l,5,6,1,24,24.59,1.59
nasalwidth,5,6,1,25,28.39,2.34
subnasalwidth,5,6,1,25,15.65,2.28
nasalpro,5,6,1,25,15.03,1.13
nasalalalength_r,5,6,1,25,23.68,1.58
nasalalalength_l,5,6,1,25,24.02,1.56
nasalheight,5,6,1,25,44.78,4.25
nasalbdglength,5,6,1,25,36.84,3.82
labfiswidth,5,6,1,25,37.33,3.1
philwidth,5,6,1,25,9.54,1.86
phillength,5,6,1,25,13.61,1.94
uplipheight,5,6,1,25,18.47,1.83
lowlipheight,5,6,1,25,15.09,3.39
upvermheight,5,6,1,25,6.3,1.91
lowvermheight,5,6,1,25,7.15,3.12
cutlowlipheight,5,6,1,25,9.02,2.19
maxcranwidth,6,7,2,21,138.24,5.87
maxcranwidth,6,7,3,41,139.9,5.56
minfrntwidth,6,7,2,21,97.1,9.16
minfrntwidth,6,7,3,41,96.56,8.58
maxfacewidth,6,7,2,21,116,8.01
maxfacewidth,6,7,3,41,116.93,6.81
mandwidth,6,7,2,20,84.9,4.45
mandwidth,6,7,3,39,85.85,4.31
maxcranlength,6,7,2,21,175.95,7.05
maxcranlength,6,7,3,41,177.22,6.62
cranbasewidth,6,7,2,20,125.14,5.56
cranbasewidth,6,7,3,40,127.32,5.09
upfacedepth_r,6,7,2,21,106.26,4.55
upfacedepth_r,6,7,3,41,107.82,4.57
upfacedepth_l,6,7,2,20,105.73,4.97
upfacedepth_l,6,7,3,40,107.17,4.74
midfacedepth_r,6,7,2,21,108.38,4.13
midfacedepth_r,6,7,3,41,109.65,4.16
midfacedepth_l,6,7,2,20,107.97,4.52
midfacedepth_l,6,7,3,40,109,4.26
lowfacedepth_r,6,7,2,20,117.23,5.4
lowfacedepth_r,6,7,3,39,118.46,4.92
lowfacedepth_l,6,7,2,19,116.79,5.26
lowfacedepth_l,6,7,3,38,117.94,4.75
morphfaceheight,6,7,2,22,100.32,4.47
morphfaceheight,6,7,3,42,101.58,5.06
upfaceheight,6,7,2,23,62.53,3.38
upfaceheight,6,7,3,44,63.35,3.83
lowfaceheight,6,7,2,22,58.12,3.8
lowfaceheight,6,7,3,42,58.83,4.05
incanthwidth,6,7,2,23,29.48,2.51
incanthwidth,6,7,3,44,29.74,2.29
outcanthwidth,6,7,2,23,77.08,3.73
outcanthwidth,6,7,3,43,77.72,3.62
palpfislength_r,6,7,2,23,24.72,1.52
palpfislength_r,6,7,3,44,24.74,1.37
palpfislength_l,6,7,2,23,24.49,1.7
palpfislength_l,6,7,3,43,24.64,1.54
nasalwidth,6,7,2,23,27.8,1.88
nasalwidth,6,7,3,44,28.16,1.89
subnasalwidth,6,7,2,23,14.92,2.26
subnasalwidth,6,7,3,44,15.53,2.26
nasalpro,6,7,2,23,15.54,1.2
nasalpro,6,7,3,44,15.52,1.24
nasalalalength_r,6,7,2,23,23.74,1.14
nasalalalength_r,6,7,3,44,23.94,1.15
nasalalalength_l,6,7,2,23,23.83,1.34
